date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:32:33	14110/14110	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:28:56%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.480p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.480p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:34	12828/12828	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:28:57%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:35	14128/14128	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:28:58%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.144p.mjpeg.mov%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.144p.mjpeg.mov_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:36	14110/14110	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:28:59%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.240p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.240p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:37	14038/14038	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:00%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.360p.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/e/e4/An_interview_with_-_Wojciech_Szpankowski.webm/An_interview_with_-_Wojciech_Szpankowski.webm.360p.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:38	12725/12725	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:01%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=Special:UserLogin&returnto=File%3AAn+interview+with+-+Wojciech+Szpankowski.webm	./rpbihp/rpbihp.numec.prp.usp.br/index2276.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:39	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:02%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File_talk:An_interview_with_-_Wojciech_Szpankowski.webm&action=edit&redlink=1	./rpbihp/rpbihp.numec.prp.usp.br/index97e0.php	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:40	11884/11884	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:02%20GMT	https://rpbihp.numec.prp.usp.br/index.php/File_talk:An_interview_with_-_Wojciech_Szpankowski.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/File_talk_An_interview_with_-_Wojciech_Szpankowski.webm	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:41	11332/11332	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:04%20GMT	https://rpbihp.numec.prp.usp.br/index.php/TimedText:An_interview_with_-_Wojciech_Szpankowski.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/TimedText_An_interview_with_-_Wojciech_Szpankowski.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:42	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:05%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:Random	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_Random	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:43	13516/13516	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:06%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:WhatLinksHere/File:An_interview_with_-_Wojciech_Szpankowski.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_WhatLinksHere/File_An_interview_with_-_Wojciech_Szpankowski.webm	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:44	54709/54709	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:07%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:An_interview_with_-_Wojciech_Szpankowski.webm&printable=yes	./rpbihp/rpbihp.numec.prp.usp.br/index4e2d.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:45	13438/13438	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:08%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:An_interview_with_-_Wojciech_Szpankowski.webm&action=info	./rpbihp/rpbihp.numec.prp.usp.br/indexce96.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Wojciech_Szpankowski.webm)
18:32:46	12661/12661	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:09%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=Special:UserLogin&returnto=File%3AMathematical+neuroscience.jpg	./rpbihp/rpbihp.numec.prp.usp.br/index8e34.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:47	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:10%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File_talk:Mathematical_neuroscience.jpg&action=edit&redlink=1	./rpbihp/rpbihp.numec.prp.usp.br/index4029.php	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:48	11596/11596	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:10%20GMT	https://rpbihp.numec.prp.usp.br/index.php/File_talk:Mathematical_neuroscience.jpg	./rpbihp/rpbihp.numec.prp.usp.br/index.php/File_talk_Mathematical_neuroscience.jpg	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:49	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:12%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:Random	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_Random	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:50	14592/14592	---M-Z	200	added ('OK')	text/html	date:Tue,%2017%20May%202022%2014:39:12%20GMT	https://rpbihp.numec.prp.usp.br/index.php/P%C3%A1gina_principal	./rpbihp/rpbihp.numec.prp.usp.br/index.php/P%c3%a1gina_principal.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:51	13180/13180	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:14%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:WhatLinksHere/File:Mathematical_neuroscience.jpg	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_WhatLinksHere/File_Mathematical_neuroscience.jpg	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:52	56363/56363	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:15%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:Mathematical_neuroscience.jpg&printable=yes	./rpbihp/rpbihp.numec.prp.usp.br/index5611.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:53	12988/12988	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:16%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:Mathematical_neuroscience.jpg&action=info	./rpbihp/rpbihp.numec.prp.usp.br/index5867.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_neuroscience.jpg)
18:32:54	13426/13426	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:17%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Mathematical_Neuroscience.webm/854px--Mathematical_Neuroscience.webm.jpg%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/thumb/6/66/Mathematical_Neuroscience.webm/854px--Mathematical_Neuroscience.webm.jpg_	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:32:55	13570/13570	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:18%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Mathematical_Neuroscience.webm/Mathematical_Neuroscience.webm.480p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Mathematical_Neuroscience.webm/Mathematical_Neuroscience.webm.480p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:32:56	12558/12558	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:19%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/6/66/Mathematical_Neuroscience.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/6/66/Mathematical_Neuroscience.156.delayed	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:32:57	13570/13570	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:20%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Mathematical_Neuroscience.webm/Mathematical_Neuroscience.webm.240p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Mathematical_Neuroscience.webm/Mathematical_Neuroscience.webm.240p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:32:58	13498/13498	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:20%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Mathematical_Neuroscience.webm/Mathematical_Neuroscience.webm.360p.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/6/66/Mathematical_Neuroscience.webm/Mathematical_Neuroscience.webm.360p.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:32:59	12665/12665	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:22%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=Special:UserLogin&returnto=File%3AMathematical+Neuroscience.webm	./rpbihp/rpbihp.numec.prp.usp.br/indexe57a.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:00	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:23%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File_talk:Mathematical_Neuroscience.webm&action=edit&redlink=1	./rpbihp/rpbihp.numec.prp.usp.br/index6a0c.php	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:01	11614/11614	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:23%20GMT	https://rpbihp.numec.prp.usp.br/index.php/File_talk:Mathematical_Neuroscience.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/File_talk_Mathematical_Neuroscience.webm	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:02	11137/11137	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:25%20GMT	https://rpbihp.numec.prp.usp.br/index.php/TimedText:Mathematical_Neuroscience.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/TimedText_Mathematical_Neuroscience.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:03	13201/13201	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:26%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:WhatLinksHere/File:Mathematical_Neuroscience.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_WhatLinksHere/File_Mathematical_Neuroscience.webm	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:04	40224/40224	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:27%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:Mathematical_Neuroscience.webm&printable=yes	./rpbihp/rpbihp.numec.prp.usp.br/indexb7ac.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:05	13123/13123	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:28%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:Mathematical_Neuroscience.webm&action=info	./rpbihp/rpbihp.numec.prp.usp.br/index9d5c.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Mathematical_Neuroscience.webm)
18:33:06	13822/13822	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:29%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/An_interview_with_-_Olivier_Faugeras.webm/854px--An_interview_with_-_Olivier_Faugeras.webm.jpg%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/thumb/3/37/An_interview_with_-_Olivier_Faugeras.webm/854px--An_interview_with_-_Olivier_Faugeras.webm.jpg_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:07	13966/13966	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:30%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.480p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.480p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:08	12756/12756	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:31%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/3/37/An_interview_with_-_Olivier_Faugeras.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/3/37/An_interview_with_-_Olivier_Faugeras.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:09	13984/13984	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:32%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.1080p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.1080p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:10	13984/13984	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:33%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.144p.mjpeg.mov%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.144p.mjpeg.mov_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:11	13966/13966	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:34%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.240p.vp9.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.240p.vp9.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:12	13894/13894	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:35%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.360p.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/transcoded/3/37/An_interview_with_-_Olivier_Faugeras.webm/An_interview_with_-_Olivier_Faugeras.webm.360p.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:13	12709/12709	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:35%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=Special:UserLogin&returnto=File%3AAn+interview+with+-+Olivier+Faugeras.webm	./rpbihp/rpbihp.numec.prp.usp.br/index492a.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:14	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:37%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File_talk:An_interview_with_-_Olivier_Faugeras.webm&action=edit&redlink=1	./rpbihp/rpbihp.numec.prp.usp.br/index8eb6.php	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:15	11812/11812	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:37%20GMT	https://rpbihp.numec.prp.usp.br/index.php/File_talk:An_interview_with_-_Olivier_Faugeras.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/File_talk_An_interview_with_-_Olivier_Faugeras.webm	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:16	11280/11280	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:39%20GMT	https://rpbihp.numec.prp.usp.br/index.php/TimedText:An_interview_with_-_Olivier_Faugeras.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/TimedText_An_interview_with_-_Olivier_Faugeras.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:17	13432/13432	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:40%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:WhatLinksHere/File:An_interview_with_-_Olivier_Faugeras.webm	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_WhatLinksHere/File_An_interview_with_-_Olivier_Faugeras.webm	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:18	55854/55854	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:40%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:An_interview_with_-_Olivier_Faugeras.webm&printable=yes	./rpbihp/rpbihp.numec.prp.usp.br/index9465.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:19	13354/13354	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:42%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:An_interview_with_-_Olivier_Faugeras.webm&action=info	./rpbihp/rpbihp.numec.prp.usp.br/indexf145.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:An_interview_with_-_Olivier_Faugeras.webm)
18:33:20	12873/12873	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:43%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=Special:UserLogin&returnto=File%3ACurrent+challenges+for+mesoscopic+neural+population+dynamics+and+metastability.jpg	./rpbihp/rpbihp.numec.prp.usp.br/indexe750.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg)
18:33:21	0/0	---M--	302	error ('Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:44%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File_talk:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg&action=edit&redlink=1	./rpbihp/rpbihp.numec.prp.usp.br/index95af.php	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg)
18:33:22	12550/12550	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:44%20GMT	https://rpbihp.numec.prp.usp.br/index.php/File_talk:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg	./rpbihp/rpbihp.numec.prp.usp.br/index.php/File_talk_Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg)
18:33:23	14293/14293	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:46%20GMT	https://rpbihp.numec.prp.usp.br/index.php/Special:WhatLinksHere/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg	./rpbihp/rpbihp.numec.prp.usp.br/index.php/Special_WhatLinksHere/File_Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg)
18:33:24	70158/70158	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:47%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg&printable=yes	./rpbihp/rpbihp.numec.prp.usp.br/index2d76.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg)
18:33:25	14048/14048	---M-Z	200	added ('OK')	text/html	date:Tue,%2020%20Jan%202026%2021:29:48%20GMT	https://rpbihp.numec.prp.usp.br/index.php?title=File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg&action=info	./rpbihp/rpbihp.numec.prp.usp.br/index0368.html	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.jpg)
18:33:26	13512/13512	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:49%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/e/e6/Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.webm%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/e/e6/Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.webm_	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.webm)
18:33:27	15334/15334	---MC-	404	error ('Not%20Found')	text/html	date:Tue,%2020%20Jan%202026%2021:29:50%20GMT	https://rpbihp.numec.prp.usp.br/index.php/%22https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.webm/854px--Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.webm.jpg%22	./rpbihp/rpbihp.numec.prp.usp.br/index.php/_https_/upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Current_challenges_for_mesoscopic_neural_popula/854px--Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.w	(from https://rpbihp.numec.prp.usp.br/index.php/File:Current_challenges_for_mesoscopic_neural_population_dynamics_and_metastability.webm)
